"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"ADRB2",0,"grey","ENSG00000169252.5","ENSG00000169252",154
"ADRB3",0,"grey","ENSG00000188778.4","ENSG00000188778",155
"ADRBK1",0,"grey","ENSG00000173020.10","ENSG00000173020",156
"ADRBK2",0,"grey","ENSG00000100077.14","ENSG00000100077",157
"ADRM1",0,"grey","ENSG00000130706.12","ENSG00000130706",11047
"ADSL",0,"grey","ENSG00000239900.11","ENSG00000239900",158
"ADSS",6,"red","ENSG00000035687.9","ENSG00000035687",159
"ADSSL1",0,"grey","ENSG00000185100.10","ENSG00000185100",122622
"ADTRP",0,"grey","ENSG00000111863.12","ENSG00000111863",84830
"AEBP1",0,"grey","ENSG00000106624.8","ENSG00000106624",165
"AEBP2",0,"grey","ENSG00000139154.14","ENSG00000139154",121536
"AEN",0,"grey","ENSG00000181026.14","ENSG00000181026",64782
"AES",0,"grey","ENSG00000104964.14","ENSG00000104964",166
"AFAP1",7,"black","ENSG00000196526.10","ENSG00000196526",60312
"AFAP1-AS1",0,"grey","ENSG00000272620.1","ENSG00000272620",84740
"AFAP1L1",0,"grey","ENSG00000157510.13","ENSG00000157510",134265
"AFAP1L2",0,"grey","ENSG00000169129.14","ENSG00000169129",84632
"AFF1",0,"grey","ENSG00000172493.20","ENSG00000172493",4299
"AFF2",0,"grey","ENSG00000155966.13","ENSG00000155966",2334
"AFF3",0,"grey","ENSG00000144218.18","ENSG00000144218",3899
"AFF4",17,"grey60","ENSG00000072364.12","ENSG00000072364",27125
"AFG3L1P",0,"grey","ENSG00000223959.8","ENSG00000223959",172
"AFG3L2",6,"red","ENSG00000141385.9","ENSG00000141385",10939
"AFMID",0,"grey","ENSG00000183077.15","ENSG00000183077",125061
"AFTPH",0,"grey","ENSG00000119844.14","ENSG00000119844",54812
"AGA",0,"grey","ENSG00000038002.8","ENSG00000038002",175
"AGAP1",7,"black","ENSG00000157985.17","ENSG00000157985",116987
"AGAP1-IT1",0,"grey","ENSG00000235529.1","ENSG00000235529",100506749
"AGAP11",0,"grey","ENSG00000271880.1","ENSG00000271880",NA
"AGAP2",0,"grey","ENSG00000135439.11","ENSG00000135439",116986
"AGAP2-AS1",0,"grey","ENSG00000255737.2","ENSG00000255737",100130776
"AGAP3",0,"grey","ENSG00000133612.18","ENSG00000133612",116988
"AGAP4",0,"grey","ENSG00000188234.13","ENSG00000188234",119016
"AGAP5",0,"grey","ENSG00000172650.12","ENSG00000172650",729092
"AGAP6",0,"grey","ENSG00000204149.9","ENSG00000204149",414189
"AGAP7P",0,"grey","ENSG00000264204.2","ENSG00000264204",NA
"AGAP9",0,"grey","ENSG00000204172.11","ENSG00000204172",642517
"AGBL1",0,"grey","ENSG00000166748.12","ENSG00000166748",NA
"AGBL2",0,"grey","ENSG00000165923.15","ENSG00000165923",79841
"AGBL3",0,"grey","ENSG00000146856.14","ENSG00000146856",340351
"AGBL4",0,"grey","ENSG00000186094.16","ENSG00000186094",84871
"AGBL5",4,"yellow","ENSG00000084693.15","ENSG00000084693",60509
"AGBL5-AS1",0,"grey","ENSG00000231636.1","ENSG00000231636",100874031
"AGER",0,"grey","ENSG00000204305.13","ENSG00000204305",177
"AGFG1",7,"black","ENSG00000173744.17","ENSG00000173744",3267
"AGFG2",0,"grey","ENSG00000106351.12","ENSG00000106351",3268
"AGGF1",17,"grey60","ENSG00000164252.12","ENSG00000164252",55109
"AGK",0,"grey","ENSG00000006530.15","ENSG00000006530",55750
"AGL",6,"red","ENSG00000162688.15","ENSG00000162688",178
"AGMAT",0,"grey","ENSG00000116771.5","ENSG00000116771",79814
"AGMO",0,"grey","ENSG00000187546.13","ENSG00000187546",392636
"AGO1",17,"grey60","ENSG00000092847.10","ENSG00000092847",26523
"AGO2",0,"grey","ENSG00000123908.11","ENSG00000123908",27161
"AGO3",7,"black","ENSG00000126070.18","ENSG00000126070",192669
"AGO4",0,"grey","ENSG00000134698.10","ENSG00000134698",192670
"AGPAT1",0,"grey","ENSG00000204310.10","ENSG00000204310",10554
"AGPAT2",0,"grey","ENSG00000169692.12","ENSG00000169692",10555
"AGPAT3",0,"grey","ENSG00000160216.18","ENSG00000160216",56894
"AGPAT4",0,"grey","ENSG00000026652.13","ENSG00000026652",56895
"AGPAT4-IT1",0,"grey","ENSG00000279355.1","ENSG00000279355",NA
"AGPAT5",0,"grey","ENSG00000155189.11","ENSG00000155189",55326
"AGPS",17,"grey60","ENSG00000018510.12","ENSG00000018510",8540
"AGR2",0,"grey","ENSG00000106541.11","ENSG00000106541",10551
"AGRN",0,"grey","ENSG00000188157.13","ENSG00000188157",375790
"AGRP",0,"grey","ENSG00000159723.4","ENSG00000159723",181
"AGT",0,"grey","ENSG00000135744.7","ENSG00000135744",183
"AGTPBP1",0,"grey","ENSG00000135049.15","ENSG00000135049",23287
"AGTR1",0,"grey","ENSG00000144891.17","ENSG00000144891",185
"AGTR2",0,"grey","ENSG00000180772.6","ENSG00000180772",186
"AGTRAP",0,"grey","ENSG00000177674.15","ENSG00000177674",57085
"AGXT",0,"grey","ENSG00000172482.4","ENSG00000172482",189
"AHCTF1",6,"red","ENSG00000153207.14","ENSG00000153207",25909
"AHCY",0,"grey","ENSG00000101444.12","ENSG00000101444",191
"AHCYL1",7,"black","ENSG00000168710.17","ENSG00000168710",10768
"AHCYL2",0,"grey","ENSG00000158467.16","ENSG00000158467",23382
"AHDC1",0,"grey","ENSG00000126705.13","ENSG00000126705",27245
"AHI1",0,"grey","ENSG00000135541.20","ENSG00000135541",54806
"AHNAK",0,"grey","ENSG00000124942.13","ENSG00000124942",79026
"AHNAK2",0,"grey","ENSG00000185567.6","ENSG00000185567",113146
"AHR",0,"grey","ENSG00000106546.12","ENSG00000106546",196
"AHRR",0,"grey","ENSG00000063438.16","ENSG00000063438",57491
"AHSA1",0,"grey","ENSG00000100591.7","ENSG00000100591",10598
"AHSA2",0,"grey","ENSG00000173209.22","ENSG00000173209",130872
"AHSG",0,"grey","ENSG00000145192.12","ENSG00000145192",197
"AHSP",0,"grey","ENSG00000169877.9","ENSG00000169877",51327
"AICDA",0,"grey","ENSG00000111732.10","ENSG00000111732",57379
"AIDA",0,"grey","ENSG00000186063.12","ENSG00000186063",64853
"AIF1",3,"brown","ENSG00000204472.12","ENSG00000204472",199
"AIF1L",0,"grey","ENSG00000126878.12","ENSG00000126878",83543
"AIFM1",0,"grey","ENSG00000156709.13","ENSG00000156709",9131
"AIFM2",0,"grey","ENSG00000042286.14","ENSG00000042286",84883
"AIFM3",0,"grey","ENSG00000183773.15","ENSG00000183773",150209
"AIG1",0,"grey","ENSG00000146416.16","ENSG00000146416",51390
"AIM1",0,"grey","ENSG00000112297.14","ENSG00000112297",202
"AIM1L",0,"grey","ENSG00000176092.13","ENSG00000176092",55057
"AIM2",0,"grey","ENSG00000163568.13","ENSG00000163568",9447
"AIMP1",6,"red","ENSG00000164022.16","ENSG00000164022",9255
"AIMP2",0,"grey","ENSG00000106305.9","ENSG00000106305",7965
"AIP",0,"grey","ENSG00000110711.9","ENSG00000110711",9049
"AIPL1",0,"grey","ENSG00000129221.14","ENSG00000129221",23746
"AIRE",0,"grey","ENSG00000160224.16","ENSG00000160224",326
"AIRN",0,"grey","ENSG00000268257.2","ENSG00000268257",100271873
"AJAP1",0,"grey","ENSG00000196581.10","ENSG00000196581",55966
"AJUBA",0,"grey","ENSG00000129474.15","ENSG00000129474",84962
"AK1",0,"grey","ENSG00000106992.17","ENSG00000106992",203
"AK2",0,"grey","ENSG00000004455.16","ENSG00000004455",204
"AK3",0,"grey","ENSG00000147853.16","ENSG00000147853",50808
"AK4",0,"grey","ENSG00000162433.14","ENSG00000162433",205
"AK5",0,"grey","ENSG00000154027.18","ENSG00000154027",26289
"AK6",0,"grey","ENSG00000085231.13","ENSG00000085231",102157402
"AK7",0,"grey","ENSG00000140057.8","ENSG00000140057",122481
"AK8",0,"grey","ENSG00000165695.9","ENSG00000165695",158067
"AK9",0,"grey","ENSG00000155085.15","ENSG00000155085",221264
"AKAP1",0,"grey","ENSG00000121057.12","ENSG00000121057",8165
"AKAP10",6,"red","ENSG00000108599.14","ENSG00000108599",11216
"AKAP11",17,"grey60","ENSG00000023516.8","ENSG00000023516",11215
"AKAP12",0,"grey","ENSG00000131016.16","ENSG00000131016",9590
"AKAP13",0,"grey","ENSG00000170776.19","ENSG00000170776",11214
"AKAP14",0,"grey","ENSG00000186471.12","ENSG00000186471",158798
"AKAP17A",0,"grey","ENSG00000197976.10","ENSG00000197976",8227
"AKAP2",0,"grey","ENSG00000241978.9","ENSG00000241978",NA
"AKAP3",0,"grey","ENSG00000111254.7","ENSG00000111254",10566
"AKAP5",0,"grey","ENSG00000179841.8","ENSG00000179841",9495
"AKAP6",0,"grey","ENSG00000151320.10","ENSG00000151320",9472
"AKAP7",0,"grey","ENSG00000118507.15","ENSG00000118507",9465
"AKAP8",0,"grey","ENSG00000105127.8","ENSG00000105127",10270
"AKAP8L",0,"grey","ENSG00000011243.17","ENSG00000011243",26993
"AKAP9",0,"grey","ENSG00000127914.16","ENSG00000127914",10142
"AKIP1",0,"grey","ENSG00000166452.11","ENSG00000166452",56672
"AKIRIN1",17,"grey60","ENSG00000174574.15","ENSG00000174574",79647
"AKIRIN2",0,"grey","ENSG00000135334.8","ENSG00000135334",55122
"AKNA",0,"grey","ENSG00000106948.16","ENSG00000106948",80709
"AKNAD1",0,"grey","ENSG00000162641.18","ENSG00000162641",254268
"AKR1A1",0,"grey","ENSG00000117448.13","ENSG00000117448",10327
"AKR1B1",0,"grey","ENSG00000085662.13","ENSG00000085662",231
"AKR1B10",0,"grey","ENSG00000198074.9","ENSG00000198074",57016
"AKR1B15",0,"grey","ENSG00000227471.8","ENSG00000227471",441282
"AKR1C1",0,"grey","ENSG00000187134.12","ENSG00000187134",1645
"AKR1C2",0,"grey","ENSG00000151632.16","ENSG00000151632",1646
"AKR1C3",0,"grey","ENSG00000196139.11","ENSG00000196139",8644
"AKR1E2",0,"grey","ENSG00000165568.17","ENSG00000165568",83592
"AKR7A2",0,"grey","ENSG00000053371.12","ENSG00000053371",8574
"AKR7A2P1",0,"grey","ENSG00000229020.4","ENSG00000229020",NA
"AKR7A3",0,"grey","ENSG00000162482.4","ENSG00000162482",22977
"AKR7L",0,"grey","ENSG00000211454.13","ENSG00000211454",246181
"AKT1",0,"grey","ENSG00000142208.15","ENSG00000142208",207
"AKT1S1",0,"grey","ENSG00000204673.10","ENSG00000204673",84335
"AKT2",7,"black","ENSG00000105221.16","ENSG00000105221",208
"AKT3",0,"grey","ENSG00000117020.16","ENSG00000117020",10000
"AKTIP",0,"grey","ENSG00000166971.16","ENSG00000166971",64400
"ALAD",0,"grey","ENSG00000148218.15","ENSG00000148218",210
"ALAS1",0,"grey","ENSG00000023330.14","ENSG00000023330",211
"ALAS2",0,"grey","ENSG00000158578.18","ENSG00000158578",212
"ALB",0,"grey","ENSG00000163631.16","ENSG00000163631",213
"ALCAM",0,"grey","ENSG00000170017.12","ENSG00000170017",214
"ALDH16A1",0,"grey","ENSG00000161618.9","ENSG00000161618",126133
"ALDH18A1",0,"grey","ENSG00000059573.8","ENSG00000059573",5832
"ALDH1A1",0,"grey","ENSG00000165092.12","ENSG00000165092",216
"ALDH1A2",0,"grey","ENSG00000128918.14","ENSG00000128918",8854
"ALDH1A3",0,"grey","ENSG00000184254.16","ENSG00000184254",220
"ALDH1B1",0,"grey","ENSG00000137124.6","ENSG00000137124",219
"ALDH1L1",0,"grey","ENSG00000144908.13","ENSG00000144908",10840
"ALDH1L1-AS2",0,"grey","ENSG00000246022.2","ENSG00000246022",100862662
"ALDH1L2",0,"grey","ENSG00000136010.13","ENSG00000136010",160428
"ALDH2",0,"grey","ENSG00000111275.12","ENSG00000111275",217
"ALDH3A1",0,"grey","ENSG00000108602.17","ENSG00000108602",218
"ALDH3A2",0,"grey","ENSG00000072210.18","ENSG00000072210",224
"ALDH3B1",3,"brown","ENSG00000006534.15","ENSG00000006534",221
"ALDH4A1",0,"grey","ENSG00000159423.16","ENSG00000159423",8659
"ALDH5A1",0,"grey","ENSG00000112294.12","ENSG00000112294",7915
"ALDH6A1",7,"black","ENSG00000119711.12","ENSG00000119711",4329
"ALDH7A1",0,"grey","ENSG00000164904.15","ENSG00000164904",501
"ALDH8A1",0,"grey","ENSG00000118514.13","ENSG00000118514",64577
"ALDH9A1",0,"grey","ENSG00000143149.12","ENSG00000143149",223
"ALDOA",0,"grey","ENSG00000149925.16","ENSG00000149925",226
"ALDOB",0,"grey","ENSG00000136872.17","ENSG00000136872",229
"ALDOC",0,"grey","ENSG00000109107.13","ENSG00000109107",230
"ALG1",0,"grey","ENSG00000033011.11","ENSG00000033011",56052
"ALG10",17,"grey60","ENSG00000139133.6","ENSG00000139133",84920
"ALG10B",17,"grey60","ENSG00000175548.8","ENSG00000175548",144245
"ALG11",17,"grey60","ENSG00000253710.2","ENSG00000253710",440138
"ALG12",0,"grey","ENSG00000182858.13","ENSG00000182858",79087
"ALG13",0,"grey","ENSG00000101901.10","ENSG00000101901",79868
"ALG14",0,"grey","ENSG00000172339.9","ENSG00000172339",199857
"ALG1L",0,"grey","ENSG00000189366.9","ENSG00000189366",NA
"ALG1L2",0,"grey","ENSG00000251287.8","ENSG00000251287",644974
"ALG1L9P",0,"grey","ENSG00000248671.7","ENSG00000248671",285407
"ALG2",0,"grey","ENSG00000119523.9","ENSG00000119523",85365
"ALG3",0,"grey","ENSG00000214160.9","ENSG00000214160",10195
"ALG5",0,"grey","ENSG00000120697.8","ENSG00000120697",29880
"ALG6",0,"grey","ENSG00000088035.15","ENSG00000088035",29929
"ALG8",0,"grey","ENSG00000159063.12","ENSG00000159063",79053
"ALG9",0,"grey","ENSG00000086848.14","ENSG00000086848",79796
"ALK",0,"grey","ENSG00000171094.15","ENSG00000171094",238
"ALKBH1",0,"grey","ENSG00000100601.9","ENSG00000100601",8846
"ALKBH2",0,"grey","ENSG00000189046.10","ENSG00000189046",121642
"ALKBH3",0,"grey","ENSG00000166199.12","ENSG00000166199",221120
"ALKBH3-AS1",0,"grey","ENSG00000244926.6","ENSG00000244926",100507300
"ALKBH4",0,"grey","ENSG00000160993.3","ENSG00000160993",54784
"ALKBH5",0,"grey","ENSG00000091542.8","ENSG00000091542",54890
"ALKBH6",0,"grey","ENSG00000239382.10","ENSG00000239382",84964
"ALKBH7",0,"grey","ENSG00000125652.7","ENSG00000125652",84266
"ALKBH8",6,"red","ENSG00000137760.14","ENSG00000137760",91801
"ALLC",0,"grey","ENSG00000151360.9","ENSG00000151360",55821
"ALMS1",0,"grey","ENSG00000116127.17","ENSG00000116127",7840
"ALMS1-IT1",0,"grey","ENSG00000230002.2","ENSG00000230002",NA
"ALMS1P",0,"grey","ENSG00000163016.9","ENSG00000163016",200420
"ALOX12",0,"grey","ENSG00000108839.11","ENSG00000108839",239
"ALOX12-AS1",0,"grey","ENSG00000215067.9","ENSG00000215067",100506713
"ALOX12B",0,"grey","ENSG00000179477.9","ENSG00000179477",242
"ALOX12P2",0,"grey","ENSG00000262943.7","ENSG00000262943",245
"ALOX15",0,"grey","ENSG00000161905.12","ENSG00000161905",246
"ALOX15B",0,"grey","ENSG00000179593.15","ENSG00000179593",247
"ALOX5",0,"grey","ENSG00000012779.10","ENSG00000012779",240
"ALOX5AP",0,"grey","ENSG00000132965.9","ENSG00000132965",241
"ALOXE3",0,"grey","ENSG00000179148.9","ENSG00000179148",59344
"ALPK1",0,"grey","ENSG00000073331.17","ENSG00000073331",80216
"ALPK2",0,"grey","ENSG00000198796.6","ENSG00000198796",115701
"ALPK3",0,"grey","ENSG00000136383.6","ENSG00000136383",57538
"ALPL",0,"grey","ENSG00000162551.13","ENSG00000162551",249
"ALS2",7,"black","ENSG00000003393.14","ENSG00000003393",57679
"ALS2CL",0,"grey","ENSG00000178038.16","ENSG00000178038",259173
"ALS2CR11",0,"grey","ENSG00000155754.14","ENSG00000155754",151254
"ALS2CR12",0,"grey","ENSG00000155749.12","ENSG00000155749",130540
"ALX1",0,"grey","ENSG00000180318.3","ENSG00000180318",8092
"ALX3",0,"grey","ENSG00000156150.6","ENSG00000156150",257
"ALX4",0,"grey","ENSG00000052850.5","ENSG00000052850",60529
"ALYREF",4,"yellow","ENSG00000183684.7","ENSG00000183684",10189
"AMACR",0,"grey","ENSG00000242110.7","ENSG00000242110",23600
"AMBN",0,"grey","ENSG00000178522.14","ENSG00000178522",258
"AMBP",0,"grey","ENSG00000106927.11","ENSG00000106927",259
"AMBRA1",0,"grey","ENSG00000110497.14","ENSG00000110497",55626
"AMD1",6,"red","ENSG00000123505.14","ENSG00000123505",262
"AMDHD1",0,"grey","ENSG00000139344.7","ENSG00000139344",144193
"AMDHD2",0,"grey","ENSG00000162066.14","ENSG00000162066",51005
"AMER1",6,"red","ENSG00000184675.9","ENSG00000184675",139285
"AMER2",0,"grey","ENSG00000165566.12","ENSG00000165566",219287
"AMER3",0,"grey","ENSG00000178171.10","ENSG00000178171",205147
"AMFR",0,"grey","ENSG00000159461.14","ENSG00000159461",267
"AMH",0,"grey","ENSG00000104899.5","ENSG00000104899",268
"AMHR2",0,"grey","ENSG00000135409.10","ENSG00000135409",269
"AMICA1",3,"brown","ENSG00000160593.17","ENSG00000160593",120425
"AMIGO1",0,"grey","ENSG00000181754.6","ENSG00000181754",57463
"AMIGO2",0,"grey","ENSG00000139211.6","ENSG00000139211",347902
"AMIGO3",0,"grey","ENSG00000176020.8","ENSG00000176020",386724
"AMMECR1",0,"grey","ENSG00000101935.9","ENSG00000101935",9949
"AMMECR1L",6,"red","ENSG00000144233.9","ENSG00000144233",83607
"AMN",0,"grey","ENSG00000166126.10","ENSG00000166126",81693
"AMN1",0,"grey","ENSG00000151743.10","ENSG00000151743",196394
"AMOT",0,"grey","ENSG00000126016.13","ENSG00000126016",154796
"AMOTL1",0,"grey","ENSG00000166025.17","ENSG00000166025",154810
"AMOTL2",0,"grey","ENSG00000114019.14","ENSG00000114019",51421
"AMPD1",0,"grey","ENSG00000116748.19","ENSG00000116748",270
"AMPD2",0,"grey","ENSG00000116337.15","ENSG00000116337",271
"AMPD3",0,"grey","ENSG00000133805.15","ENSG00000133805",272
"AMPH",0,"grey","ENSG00000078053.16","ENSG00000078053",273
"AMT",0,"grey","ENSG00000145020.14","ENSG00000145020",275
"AMY2B",0,"grey","ENSG00000240038.6","ENSG00000240038",280
"AMZ1",0,"grey","ENSG00000174945.13","ENSG00000174945",155185
"AMZ2",0,"grey","ENSG00000196704.11","ENSG00000196704",51321
"AMZ2P1",0,"grey","ENSG00000214174.8","ENSG00000214174",201283
"ANAPC1",6,"red","ENSG00000153107.11","ENSG00000153107",64682
"ANAPC10",0,"grey","ENSG00000164162.12","ENSG00000164162",10393
"ANAPC11",0,"grey","ENSG00000141552.17","ENSG00000141552",51529
"ANAPC13",0,"grey","ENSG00000129055.12","ENSG00000129055",25847
"ANAPC15",0,"grey","ENSG00000110200.8","ENSG00000110200",25906
"ANAPC16",0,"grey","ENSG00000166295.8","ENSG00000166295",119504
"ANAPC1P1",0,"grey","ENSG00000233673.6","ENSG00000233673",100286979
"ANAPC2",0,"grey","ENSG00000176248.8","ENSG00000176248",29882
"ANAPC4",0,"grey","ENSG00000053900.10","ENSG00000053900",29945
"ANAPC5",0,"grey","ENSG00000089053.12","ENSG00000089053",51433
"ANAPC7",0,"grey","ENSG00000196510.12","ENSG00000196510",51434
"ANG",0,"grey","ENSG00000214274.9","ENSG00000214274",283
"ANGEL1",0,"grey","ENSG00000013523.9","ENSG00000013523",23357
"ANGEL2",0,"grey","ENSG00000174606.12","ENSG00000174606",90806
"ANGPT1",0,"grey","ENSG00000154188.9","ENSG00000154188",284
"ANGPT2",0,"grey","ENSG00000091879.13","ENSG00000091879",285
"ANGPT4",0,"grey","ENSG00000101280.7","ENSG00000101280",51378
"ANGPTL1",0,"grey","ENSG00000116194.12","ENSG00000116194",9068
"ANGPTL2",0,"grey","ENSG00000136859.9","ENSG00000136859",23452
"ANGPTL3",0,"grey","ENSG00000132855.4","ENSG00000132855",27329
"ANGPTL4",0,"grey","ENSG00000167772.11","ENSG00000167772",51129
"ANGPTL5",0,"grey","ENSG00000187151.7","ENSG00000187151",253935
"ANGPTL6",0,"grey","ENSG00000130812.10","ENSG00000130812",83854
"ANGPTL7",0,"grey","ENSG00000171819.4","ENSG00000171819",10218
"ANK1",0,"grey","ENSG00000029534.19","ENSG00000029534",286
"ANK2",0,"grey","ENSG00000145362.16","ENSG00000145362",287
"ANK3",0,"grey","ENSG00000151150.20","ENSG00000151150",288
"ANKAR",0,"grey","ENSG00000151687.14","ENSG00000151687",150709
"ANKDD1A",0,"grey","ENSG00000166839.16","ENSG00000166839",348094
"ANKDD1B",0,"grey","ENSG00000189045.13","ENSG00000189045",728780
"ANKEF1",0,"grey","ENSG00000132623.15","ENSG00000132623",63926
"ANKFN1",0,"grey","ENSG00000153930.10","ENSG00000153930",162282
"ANKFY1",6,"red","ENSG00000185722.16","ENSG00000185722",51479
"ANKH",0,"grey","ENSG00000154122.12","ENSG00000154122",56172
"ANKHD1",6,"red","ENSG00000131503.20","ENSG00000131503",54882
"ANKHD1-EIF4EBP3",0,"grey","ENSG00000254996.5","ENSG00000254996",404734
"ANKIB1",17,"grey60","ENSG00000001629.9","ENSG00000001629",54467
"ANKK1",0,"grey","ENSG00000170209.4","ENSG00000170209",255239
"ANKLE1",0,"grey","ENSG00000160117.14","ENSG00000160117",126549
"ANKLE2",6,"red","ENSG00000176915.14","ENSG00000176915",23141
"ANKMY1",0,"grey","ENSG00000144504.15","ENSG00000144504",51281
"ANKMY2",0,"grey","ENSG00000106524.8","ENSG00000106524",57037
"ANKRA2",0,"grey","ENSG00000164331.9","ENSG00000164331",57763
"ANKRD1",0,"grey","ENSG00000148677.6","ENSG00000148677",27063
"ANKRD10",0,"grey","ENSG00000088448.14","ENSG00000088448",55608
"ANKRD11",0,"grey","ENSG00000167522.14","ENSG00000167522",29123
"ANKRD12",17,"grey60","ENSG00000101745.15","ENSG00000101745",23253
"ANKRD13A",6,"red","ENSG00000076513.16","ENSG00000076513",88455
"ANKRD13B",0,"grey","ENSG00000198720.12","ENSG00000198720",124930
"ANKRD13C",6,"red","ENSG00000118454.12","ENSG00000118454",81573
"ANKRD13D",0,"grey","ENSG00000172932.14","ENSG00000172932",338692
"ANKRD16",0,"grey","ENSG00000134461.15","ENSG00000134461",54522
"ANKRD17",6,"red","ENSG00000132466.17","ENSG00000132466",26057
"ANKRD18A",0,"grey","ENSG00000180071.18","ENSG00000180071",253650
"ANKRD18B",0,"grey","ENSG00000230453.9","ENSG00000230453",441459
"ANKRD18DP",0,"grey","ENSG00000226435.10","ENSG00000226435",348840
"ANKRD19P",0,"grey","ENSG00000187984.12","ENSG00000187984",NA
"ANKRD2",0,"grey","ENSG00000165887.11","ENSG00000165887",26287
"ANKRD20A1",0,"grey","ENSG00000260691.5","ENSG00000260691",84210
"ANKRD20A11P",0,"grey","ENSG00000215559.8","ENSG00000215559",391267
"ANKRD20A19P",0,"grey","ENSG00000196593.9","ENSG00000196593",NA
"ANKRD20A2",0,"grey","ENSG00000183148.6","ENSG00000183148",441430
"ANKRD20A3",0,"grey","ENSG00000276203.4","ENSG00000276203",NA
"ANKRD20A4",0,"grey","ENSG00000172014.12","ENSG00000172014",440482
"ANKRD20A5P",0,"grey","ENSG00000186481.15","ENSG00000186481",NA
"ANKRD22",0,"grey","ENSG00000152766.5","ENSG00000152766",118932
"ANKRD23",0,"grey","ENSG00000163126.14","ENSG00000163126",200539
"ANKRD24",0,"grey","ENSG00000089847.12","ENSG00000089847",170961
"ANKRD26",0,"grey","ENSG00000107890.16","ENSG00000107890",22852
"ANKRD26P1",0,"grey","ENSG00000261239.6","ENSG00000261239",NA
"ANKRD27",0,"grey","ENSG00000105186.14","ENSG00000105186",84079
"ANKRD28",6,"red","ENSG00000206560.10","ENSG00000206560",23243
"ANKRD29",0,"grey","ENSG00000154065.16","ENSG00000154065",147463
"ANKRD30BL",0,"grey","ENSG00000163046.15","ENSG00000163046",554226
"ANKRD31",0,"grey","ENSG00000145700.9","ENSG00000145700",256006
"ANKRD33",0,"grey","ENSG00000167612.12","ENSG00000167612",341405
"ANKRD33B",0,"grey","ENSG00000164236.11","ENSG00000164236",651746
"ANKRD34A",0,"grey","ENSG00000272031.2","ENSG00000272031",284615
