"","moduleLabel","moduleColor","ensembl_id_TH","ensembl_id","entrez"
"CPEB2-AS1",0,"grey","ENSG00000247624.6","ENSG00000247624",441009
"CPEB3",0,"grey","ENSG00000107864.14","ENSG00000107864",22849
"CPEB4",0,"grey","ENSG00000113742.12","ENSG00000113742",80315
"CPED1",0,"grey","ENSG00000106034.17","ENSG00000106034",79974
"CPLX1",0,"grey","ENSG00000168993.14","ENSG00000168993",10815
"CPLX2",0,"grey","ENSG00000145920.14","ENSG00000145920",10814
"CPLX3",0,"grey","ENSG00000213578.5","ENSG00000213578",594855
"CPLX4",0,"grey","ENSG00000166569.8","ENSG00000166569",339302
"CPM",0,"grey","ENSG00000135678.11","ENSG00000135678",1368
"CPN2",0,"grey","ENSG00000178772.6","ENSG00000178772",1370
"CPNE1",0,"grey","ENSG00000214078.11","ENSG00000214078",8904
"CPNE2",0,"grey","ENSG00000140848.16","ENSG00000140848",221184
"CPNE3",0,"grey","ENSG00000085719.11","ENSG00000085719",8895
"CPNE4",0,"grey","ENSG00000196353.11","ENSG00000196353",131034
"CPNE5",0,"grey","ENSG00000124772.11","ENSG00000124772",57699
"CPNE6",0,"grey","ENSG00000100884.9","ENSG00000100884",9362
"CPNE7",0,"grey","ENSG00000178773.14","ENSG00000178773",27132
"CPNE8",0,"grey","ENSG00000139117.13","ENSG00000139117",144402
"CPNE9",0,"grey","ENSG00000144550.12","ENSG00000144550",151835
"CPO",0,"grey","ENSG00000144410.4","ENSG00000144410",130749
"CPOX",0,"grey","ENSG00000080819.6","ENSG00000080819",1371
"CPPED1",0,"grey","ENSG00000103381.11","ENSG00000103381",55313
"CPQ",0,"grey","ENSG00000104324.15","ENSG00000104324",10404
"CPS1",0,"grey","ENSG00000021826.14","ENSG00000021826",1373
"CPSF1",0,"grey","ENSG00000071894.14","ENSG00000071894",29894
"CPSF2",17,"grey60","ENSG00000165934.12","ENSG00000165934",53981
"CPSF3",0,"grey","ENSG00000119203.13","ENSG00000119203",51692
"CPSF3L",0,"grey","ENSG00000127054.18","ENSG00000127054",54973
"CPSF4",0,"grey","ENSG00000160917.14","ENSG00000160917",10898
"CPSF6",4,"yellow","ENSG00000111605.16","ENSG00000111605",11052
"CPSF7",6,"red","ENSG00000149532.15","ENSG00000149532",79869
"CPT1A",0,"grey","ENSG00000110090.12","ENSG00000110090",1374
"CPT1B",0,"grey","ENSG00000205560.12","ENSG00000205560",1375
"CPT1C",0,"grey","ENSG00000169169.14","ENSG00000169169",126129
"CPT2",17,"grey60","ENSG00000157184.5","ENSG00000157184",1376
"CPTP",0,"grey","ENSG00000224051.6","ENSG00000224051",80772
"CPVL",0,"grey","ENSG00000106066.13","ENSG00000106066",54504
"CPXM1",0,"grey","ENSG00000088882.7","ENSG00000088882",56265
"CPXM2",0,"grey","ENSG00000121898.12","ENSG00000121898",119587
"CPZ",0,"grey","ENSG00000109625.18","ENSG00000109625",8532
"CR1",0,"grey","ENSG00000203710.10","ENSG00000203710",1378
"CR1L",0,"grey","ENSG00000197721.16","ENSG00000197721",1379
"CR2",0,"grey","ENSG00000117322.16","ENSG00000117322",1380
"CRABP1",0,"grey","ENSG00000166426.7","ENSG00000166426",1381
"CRABP2",0,"grey","ENSG00000143320.8","ENSG00000143320",1382
"CRACR2A",0,"grey","ENSG00000130038.9","ENSG00000130038",84766
"CRACR2B",0,"grey","ENSG00000177685.16","ENSG00000177685",283229
"CRADD",0,"grey","ENSG00000169372.12","ENSG00000169372",8738
"CRAMP1L",6,"red","ENSG00000007545.15","ENSG00000007545",57585
"CRAT",0,"grey","ENSG00000095321.16","ENSG00000095321",1384
"CRB1",0,"grey","ENSG00000134376.14","ENSG00000134376",23418
"CRB2",0,"grey","ENSG00000148204.11","ENSG00000148204",286204
"CRB3",0,"grey","ENSG00000130545.15","ENSG00000130545",92359
"CRBN",0,"grey","ENSG00000113851.13","ENSG00000113851",51185
"CRCP",17,"grey60","ENSG00000241258.6","ENSG00000241258",27297
"CREB1",17,"grey60","ENSG00000118260.14","ENSG00000118260",1385
"CREB3",0,"grey","ENSG00000107175.10","ENSG00000107175",10488
"CREB3L1",0,"grey","ENSG00000157613.10","ENSG00000157613",90993
"CREB3L2",0,"grey","ENSG00000182158.14","ENSG00000182158",64764
"CREB3L4",0,"grey","ENSG00000143578.15","ENSG00000143578",148327
"CREB5",0,"grey","ENSG00000146592.16","ENSG00000146592",9586
"CREBBP",17,"grey60","ENSG00000005339.12","ENSG00000005339",1387
"CREBL2",0,"grey","ENSG00000111269.2","ENSG00000111269",1389
"CREBRF",17,"grey60","ENSG00000164463.12","ENSG00000164463",153222
"CREBZF",6,"red","ENSG00000137504.13","ENSG00000137504",58487
"CREG1",0,"grey","ENSG00000143162.7","ENSG00000143162",8804
"CREG2",0,"grey","ENSG00000175874.9","ENSG00000175874",200407
"CRELD1",0,"grey","ENSG00000163703.17","ENSG00000163703",78987
"CRELD2",0,"grey","ENSG00000184164.14","ENSG00000184164",79174
"CREM",0,"grey","ENSG00000095794.19","ENSG00000095794",1390
"CRH",0,"grey","ENSG00000147571.4","ENSG00000147571",1392
"CRHBP",0,"grey","ENSG00000145708.10","ENSG00000145708",1393
"CRHR1",0,"grey","ENSG00000120088.14","ENSG00000120088",1394
"CRHR1-IT1",0,"grey","ENSG00000204650.13","ENSG00000204650",147081
"CRHR2",0,"grey","ENSG00000106113.18","ENSG00000106113",1395
"CRIM1",0,"grey","ENSG00000150938.9","ENSG00000150938",51232
"CRIP1",0,"grey","ENSG00000213145.9","ENSG00000213145",1396
"CRIP2",0,"grey","ENSG00000182809.10","ENSG00000182809",1397
"CRIP3",0,"grey","ENSG00000146215.13","ENSG00000146215",401262
"CRIPAK",0,"grey","ENSG00000179979.8","ENSG00000179979",NA
"CRIPT",0,"grey","ENSG00000119878.5","ENSG00000119878",9419
"CRISPLD1",0,"grey","ENSG00000121005.8","ENSG00000121005",83690
"CRISPLD2",0,"grey","ENSG00000103196.11","ENSG00000103196",83716
"CRK",6,"red","ENSG00000167193.7","ENSG00000167193",1398
"CRKL",6,"red","ENSG00000099942.12","ENSG00000099942",1399
"CRLF1",0,"grey","ENSG00000006016.10","ENSG00000006016",9244
"CRLF2",0,"grey","ENSG00000205755.10","ENSG00000205755",64109
"CRLF3",6,"red","ENSG00000176390.11","ENSG00000176390",51379
"CRLS1",0,"grey","ENSG00000088766.11","ENSG00000088766",54675
"CRMP1",0,"grey","ENSG00000072832.14","ENSG00000072832",1400
"CRNDE",0,"grey","ENSG00000245694.8","ENSG00000245694",101927480
"CRNKL1",0,"grey","ENSG00000101343.14","ENSG00000101343",51340
"CROCC",0,"grey","ENSG00000058453.16","ENSG00000058453",9696
"CROCCP2",0,"grey","ENSG00000215908.7","ENSG00000215908",84809
"CROCCP3",0,"grey","ENSG00000080947.14","ENSG00000080947",114819
"CROT",0,"grey","ENSG00000005469.11","ENSG00000005469",54677
"CRTAC1",0,"grey","ENSG00000095713.13","ENSG00000095713",55118
"CRTAM",13,"salmon","ENSG00000109943.8","ENSG00000109943",56253
"CRTAP",0,"grey","ENSG00000170275.14","ENSG00000170275",10491
"CRTC1",0,"grey","ENSG00000105662.15","ENSG00000105662",23373
"CRTC2",0,"grey","ENSG00000160741.16","ENSG00000160741",200186
"CRTC3",7,"black","ENSG00000140577.15","ENSG00000140577",64784
"CRTC3-AS1",0,"grey","ENSG00000259736.1","ENSG00000259736",101926895
"CRY1",7,"black","ENSG00000008405.11","ENSG00000008405",1407
"CRY2",0,"grey","ENSG00000121671.11","ENSG00000121671",1408
"CRYAB",0,"grey","ENSG00000109846.7","ENSG00000109846",1410
"CRYBA2",0,"grey","ENSG00000163499.11","ENSG00000163499",1412
"CRYBA4",0,"grey","ENSG00000196431.3","ENSG00000196431",1413
"CRYBB1",0,"grey","ENSG00000100122.5","ENSG00000100122",1414
"CRYBB2",0,"grey","ENSG00000244752.2","ENSG00000244752",1415
"CRYBB2P1",0,"grey","ENSG00000100058.12","ENSG00000100058",1416
"CRYBB3",0,"grey","ENSG00000100053.9","ENSG00000100053",1417
"CRYBG3",0,"grey","ENSG00000080200.9","ENSG00000080200",131544
"CRYGN",0,"grey","ENSG00000127377.8","ENSG00000127377",155051
"CRYGS",0,"grey","ENSG00000213139.7","ENSG00000213139",1427
"CRYL1",0,"grey","ENSG00000165475.13","ENSG00000165475",51084
"CRYM",0,"grey","ENSG00000103316.10","ENSG00000103316",1428
"CRYM-AS1",0,"grey","ENSG00000189149.11","ENSG00000189149",NA
"CRYZ",0,"grey","ENSG00000116791.13","ENSG00000116791",1429
"CRYZL1",0,"grey","ENSG00000205758.11","ENSG00000205758",9946
"CS",6,"red","ENSG00000062485.18","ENSG00000062485",1431
"CSAD",0,"grey","ENSG00000139631.18","ENSG00000139631",51380
"CSAG1",0,"grey","ENSG00000198930.12","ENSG00000198930",158511
"CSAG3",0,"grey","ENSG00000268916.5","ENSG00000268916",389903
"CSDC2",0,"grey","ENSG00000172346.14","ENSG00000172346",27254
"CSDE1",17,"grey60","ENSG00000009307.15","ENSG00000009307",7812
"CSE1L",4,"yellow","ENSG00000124207.16","ENSG00000124207",1434
"CSF1",3,"brown","ENSG00000184371.13","ENSG00000184371",1435
"CSF1R",3,"brown","ENSG00000182578.13","ENSG00000182578",1436
"CSF2RA",3,"brown","ENSG00000198223.14","ENSG00000198223",1438
"CSF2RB",0,"grey","ENSG00000100368.13","ENSG00000100368",1439
"CSF3",0,"grey","ENSG00000108342.12","ENSG00000108342",1440
"CSF3R",0,"grey","ENSG00000119535.17","ENSG00000119535",1441
"CSGALNACT1",0,"grey","ENSG00000147408.14","ENSG00000147408",55790
"CSGALNACT2",0,"grey","ENSG00000169826.7","ENSG00000169826",55454
"CSK",0,"grey","ENSG00000103653.16","ENSG00000103653",1445
"CSMD1",0,"grey","ENSG00000183117.17","ENSG00000183117",64478
"CSMD2",0,"grey","ENSG00000121904.17","ENSG00000121904",114784
"CSMD3",0,"grey","ENSG00000164796.17","ENSG00000164796",114788
"CSNK1A1",17,"grey60","ENSG00000113712.16","ENSG00000113712",1452
"CSNK1A1L",0,"grey","ENSG00000180138.7","ENSG00000180138",122011
"CSNK1A1P1",0,"grey","ENSG00000223518.5","ENSG00000223518",NA
"CSNK1D",0,"grey","ENSG00000141551.14","ENSG00000141551",1453
"CSNK1E",0,"grey","ENSG00000213923.10","ENSG00000213923",1454
"CSNK1G1",17,"grey60","ENSG00000169118.15","ENSG00000169118",53944
"CSNK1G2",0,"grey","ENSG00000133275.15","ENSG00000133275",1455
"CSNK1G2-AS1",0,"grey","ENSG00000180846.8","ENSG00000180846",255193
"CSNK1G3",0,"grey","ENSG00000151292.17","ENSG00000151292",1456
"CSNK2A1",6,"red","ENSG00000101266.16","ENSG00000101266",1457
"CSNK2A2",0,"grey","ENSG00000070770.8","ENSG00000070770",1459
"CSNK2A3",6,"red","ENSG00000254598.2","ENSG00000254598",283106
"CSNK2B",0,"grey","ENSG00000204435.13","ENSG00000204435",1460
"CSPG4",0,"grey","ENSG00000173546.7","ENSG00000173546",1464
"CSPG5",0,"grey","ENSG00000114646.9","ENSG00000114646",10675
"CSPP1",0,"grey","ENSG00000104218.13","ENSG00000104218",79848
"CSRNP1",0,"grey","ENSG00000144655.14","ENSG00000144655",64651
"CSRNP2",0,"grey","ENSG00000110925.6","ENSG00000110925",81566
"CSRNP3",0,"grey","ENSG00000178662.15","ENSG00000178662",80034
"CSRP1",0,"grey","ENSG00000159176.13","ENSG00000159176",1465
"CSRP2",0,"grey","ENSG00000175183.9","ENSG00000175183",1466
"CSRP2BP",0,"grey","ENSG00000149474.13","ENSG00000149474",57325
"CSRP3",26,"darkorange","ENSG00000129170.8","ENSG00000129170",8048
"CST1",0,"grey","ENSG00000170373.8","ENSG00000170373",1469
"CST2",0,"grey","ENSG00000170369.3","ENSG00000170369",1470
"CST3",0,"grey","ENSG00000101439.8","ENSG00000101439",1471
"CST6",0,"grey","ENSG00000175315.2","ENSG00000175315",1474
"CST7",13,"salmon","ENSG00000077984.5","ENSG00000077984",8530
"CSTA",3,"brown","ENSG00000121552.3","ENSG00000121552",1475
"CSTB",0,"grey","ENSG00000160213.5","ENSG00000160213",1476
"CSTF1",6,"red","ENSG00000101138.11","ENSG00000101138",1477
"CSTF2",0,"grey","ENSG00000101811.13","ENSG00000101811",1478
"CSTF2T",17,"grey60","ENSG00000177613.8","ENSG00000177613",23283
"CSTF3",0,"grey","ENSG00000176102.11","ENSG00000176102",1479
"CSTF3-AS1",0,"grey","ENSG00000247151.6","ENSG00000247151",338739
"CT55",0,"grey","ENSG00000169551.12","ENSG00000169551",54967
"CT62",0,"grey","ENSG00000225362.8","ENSG00000225362",196993
"CTAG1B",0,"grey","ENSG00000184033.12","ENSG00000184033",1485
"CTAGE11P",0,"grey","ENSG00000214249.3","ENSG00000214249",NA
"CTAGE15",0,"grey","ENSG00000271079.1","ENSG00000271079",441294
"CTAGE4",0,"grey","ENSG00000225932.3","ENSG00000225932",NA
"CTAGE5",0,"grey","ENSG00000150527.16","ENSG00000150527",4253
"CTAGE7P",6,"red","ENSG00000233122.2","ENSG00000233122",NA
"CTAGE8",0,"grey","ENSG00000244693.1","ENSG00000244693",NA
"CTB-113P19.1",0,"grey","ENSG00000249035.6","ENSG00000249035",101927096
"CTB-12O2.1",0,"grey","ENSG00000254226.5","ENSG00000254226",101927115
"CTB-178M22.2",0,"grey","ENSG00000253978.1","ENSG00000253978",101927862
"CTBP1",0,"grey","ENSG00000159692.15","ENSG00000159692",1487
"CTBP1-AS",0,"grey","ENSG00000280927.1","ENSG00000280927",285463
"CTBP1-AS2",6,"red","ENSG00000196810.4","ENSG00000196810",NA
"CTBP2",0,"grey","ENSG00000175029.16","ENSG00000175029",1488
"CTBS",0,"grey","ENSG00000117151.12","ENSG00000117151",1486
"CTC-338M12.4",0,"grey","ENSG00000233937.6","ENSG00000233937",101928649
"CTC-436P18.1",0,"grey","ENSG00000251279.1","ENSG00000251279",NA
"CTC1",0,"grey","ENSG00000178971.13","ENSG00000178971",80169
"CTCF",6,"red","ENSG00000102974.14","ENSG00000102974",10664
"CTCFL",0,"grey","ENSG00000124092.12","ENSG00000124092",140690
"CTD-2201I18.1",0,"grey","ENSG00000249825.5","ENSG00000249825",101929215
"CTD-2297D10.2",0,"grey","ENSG00000250579.1","ENSG00000250579",101929176
"CTD-3080P12.3",0,"grey","ENSG00000249201.2","ENSG00000249201",101928857
"CTDNEP1",0,"grey","ENSG00000175826.11","ENSG00000175826",23399
"CTDP1",0,"grey","ENSG00000060069.16","ENSG00000060069",9150
"CTDSP1",0,"grey","ENSG00000144579.7","ENSG00000144579",58190
"CTDSP2",17,"grey60","ENSG00000175215.9","ENSG00000175215",10106
"CTDSPL",0,"grey","ENSG00000144677.14","ENSG00000144677",10217
"CTDSPL2",6,"red","ENSG00000137770.13","ENSG00000137770",51496
"CTF1",0,"grey","ENSG00000150281.6","ENSG00000150281",1489
"CTGF",0,"grey","ENSG00000118523.5","ENSG00000118523",1490
"CTGLF12P",0,"grey","ENSG00000265018.6","ENSG00000265018",414224
"CTH",0,"grey","ENSG00000116761.11","ENSG00000116761",1491
"CTHRC1",0,"grey","ENSG00000164932.12","ENSG00000164932",115908
"CTIF",0,"grey","ENSG00000134030.13","ENSG00000134030",9811
"CTLA4",0,"grey","ENSG00000163599.14","ENSG00000163599",1493
"CTNNA1",0,"grey","ENSG00000044115.20","ENSG00000044115",1495
"CTNNA2",0,"grey","ENSG00000066032.18","ENSG00000066032",1496
"CTNNA3",0,"grey","ENSG00000183230.16","ENSG00000183230",29119
"CTNNAL1",0,"grey","ENSG00000119326.14","ENSG00000119326",8727
"CTNNB1",14,"cyan","ENSG00000168036.16","ENSG00000168036",1499
"CTNNBIP1",0,"grey","ENSG00000178585.14","ENSG00000178585",56998
"CTNNBL1",0,"grey","ENSG00000132792.18","ENSG00000132792",56259
"CTNND1",7,"black","ENSG00000198561.12","ENSG00000198561",1500
"CTNND2",0,"grey","ENSG00000169862.18","ENSG00000169862",1501
"CTNS",0,"grey","ENSG00000040531.14","ENSG00000040531",1497
"CTPS1",4,"yellow","ENSG00000171793.13","ENSG00000171793",1503
"CTPS2",0,"grey","ENSG00000047230.14","ENSG00000047230",56474
"CTR9",24,"darkgrey","ENSG00000198730.7","ENSG00000198730",9646
"CTRB2",0,"grey","ENSG00000168928.12","ENSG00000168928",440387
"CTRC",0,"grey","ENSG00000162438.11","ENSG00000162438",11330
"CTRL",0,"grey","ENSG00000141086.17","ENSG00000141086",1506
"CTSA",0,"grey","ENSG00000064601.16","ENSG00000064601",5476
"CTSB",0,"grey","ENSG00000164733.20","ENSG00000164733",1508
"CTSC",3,"brown","ENSG00000109861.15","ENSG00000109861",1075
"CTSD",0,"grey","ENSG00000117984.12","ENSG00000117984",1509
"CTSE",0,"grey","ENSG00000196188.10","ENSG00000196188",1510
"CTSF",0,"grey","ENSG00000174080.10","ENSG00000174080",8722
"CTSG",0,"grey","ENSG00000100448.3","ENSG00000100448",1511
"CTSH",0,"grey","ENSG00000103811.15","ENSG00000103811",1512
"CTSK",0,"grey","ENSG00000143387.12","ENSG00000143387",1513
"CTSL",3,"brown","ENSG00000135047.14","ENSG00000135047",1514
"CTSLP2",0,"grey","ENSG00000266217.2","ENSG00000266217",NA
"CTSO",0,"grey","ENSG00000256043.2","ENSG00000256043",1519
"CTSS",3,"brown","ENSG00000163131.10","ENSG00000163131",1520
"CTSV",0,"grey","ENSG00000136943.10","ENSG00000136943",1515
"CTSW",13,"salmon","ENSG00000172543.7","ENSG00000172543",1521
"CTSZ",3,"brown","ENSG00000101160.13","ENSG00000101160",1522
"CTTN",0,"grey","ENSG00000085733.15","ENSG00000085733",2017
"CTTNBP2",0,"grey","ENSG00000077063.10","ENSG00000077063",83992
"CTTNBP2NL",7,"black","ENSG00000143079.14","ENSG00000143079",55917
"CTU1",0,"grey","ENSG00000142544.6","ENSG00000142544",90353
"CTU2",0,"grey","ENSG00000174177.12","ENSG00000174177",348180
"CTXN1",0,"grey","ENSG00000178531.5","ENSG00000178531",404217
"CTXN2",0,"grey","ENSG00000233932.4","ENSG00000233932",399697
"CUBN",0,"grey","ENSG00000107611.14","ENSG00000107611",8029
"CUEDC1",0,"grey","ENSG00000180891.12","ENSG00000180891",404093
"CUEDC2",0,"grey","ENSG00000107874.10","ENSG00000107874",79004
"CUL1",0,"grey","ENSG00000055130.15","ENSG00000055130",8454
"CUL2",7,"black","ENSG00000108094.14","ENSG00000108094",8453
"CUL3",0,"grey","ENSG00000036257.12","ENSG00000036257",8452
"CUL4A",0,"grey","ENSG00000139842.14","ENSG00000139842",8451
"CUL4B",17,"grey60","ENSG00000158290.16","ENSG00000158290",8450
"CUL5",6,"red","ENSG00000166266.13","ENSG00000166266",8065
"CUL7",7,"black","ENSG00000044090.8","ENSG00000044090",9820
"CUL9",0,"grey","ENSG00000112659.13","ENSG00000112659",23113
"CUTA",0,"grey","ENSG00000112514.15","ENSG00000112514",51596
"CUTC",0,"grey","ENSG00000119929.12","ENSG00000119929",51076
"CUX1",0,"grey","ENSG00000257923.9","ENSG00000257923",1523
"CUX2",0,"grey","ENSG00000111249.13","ENSG00000111249",23316
"CUZD1",0,"grey","ENSG00000138161.12","ENSG00000138161",50624
"CWC15",0,"grey","ENSG00000150316.11","ENSG00000150316",51503
"CWC22",0,"grey","ENSG00000163510.13","ENSG00000163510",57703
"CWC25",0,"grey","ENSG00000273559.4","ENSG00000273559",54883
"CWC27",0,"grey","ENSG00000153015.15","ENSG00000153015",10283
"CWF19L1",0,"grey","ENSG00000095485.16","ENSG00000095485",55280
"CWF19L2",0,"grey","ENSG00000152404.15","ENSG00000152404",143884
"CX3CL1",0,"grey","ENSG00000006210.6","ENSG00000006210",6376
"CX3CR1",0,"grey","ENSG00000168329.13","ENSG00000168329",1524
"CXADR",0,"grey","ENSG00000154639.18","ENSG00000154639",1525
"CXCL1",0,"grey","ENSG00000163739.4","ENSG00000163739",2919
"CXCL10",3,"brown","ENSG00000169245.5","ENSG00000169245",3627
"CXCL11",0,"grey","ENSG00000169248.12","ENSG00000169248",6373
"CXCL12",0,"grey","ENSG00000107562.16","ENSG00000107562",6387
"CXCL13",0,"grey","ENSG00000156234.7","ENSG00000156234",10563
"CXCL14",0,"grey","ENSG00000145824.12","ENSG00000145824",9547
"CXCL16",3,"brown","ENSG00000161921.14","ENSG00000161921",58191
"CXCL2",0,"grey","ENSG00000081041.8","ENSG00000081041",2920
"CXCL3",0,"grey","ENSG00000163734.4","ENSG00000163734",2921
"CXCL5",0,"grey","ENSG00000163735.6","ENSG00000163735",6374
"CXCL6",0,"grey","ENSG00000124875.9","ENSG00000124875",6372
"CXCL8",0,"grey","ENSG00000169429.10","ENSG00000169429",3576
"CXCL9",13,"salmon","ENSG00000138755.5","ENSG00000138755",4283
"CXCR1",0,"grey","ENSG00000163464.7","ENSG00000163464",3577
"CXCR2",0,"grey","ENSG00000180871.7","ENSG00000180871",3579
"CXCR2P1",0,"grey","ENSG00000229754.1","ENSG00000229754",NA
"CXCR3",13,"salmon","ENSG00000186810.7","ENSG00000186810",2833
"CXCR4",0,"grey","ENSG00000121966.6","ENSG00000121966",7852
"CXCR5",0,"grey","ENSG00000160683.4","ENSG00000160683",643
"CXCR6",13,"salmon","ENSG00000172215.5","ENSG00000172215",10663
"CXXC1",0,"grey","ENSG00000154832.14","ENSG00000154832",30827
"CXXC1P1",0,"grey","ENSG00000187893.10","ENSG00000187893",392459
"CXXC4",0,"grey","ENSG00000168772.10","ENSG00000168772",80319
"CXXC5",0,"grey","ENSG00000171604.11","ENSG00000171604",51523
"CXorf21",0,"grey","ENSG00000120280.5","ENSG00000120280",80231
"CXorf23",6,"red","ENSG00000173681.16","ENSG00000173681",256643
"CXorf36",22,"darkgreen","ENSG00000147113.16","ENSG00000147113",79742
"CXorf38",7,"black","ENSG00000185753.12","ENSG00000185753",159013
"CXorf40A",0,"grey","ENSG00000197620.10","ENSG00000197620",91966
"CXorf40B",0,"grey","ENSG00000197021.8","ENSG00000197021",541578
"CXorf49",0,"grey","ENSG00000215115.6","ENSG00000215115",100130361
"CXorf49B",0,"grey","ENSG00000215113.6","ENSG00000215113",100132994
"CXorf56",0,"grey","ENSG00000018610.13","ENSG00000018610",63932
"CXorf57",0,"grey","ENSG00000147231.13","ENSG00000147231",55086
"CXorf58",0,"grey","ENSG00000165182.10","ENSG00000165182",254158
"CXorf65",0,"grey","ENSG00000204165.5","ENSG00000204165",158830
"CXorf67",0,"grey","ENSG00000187690.3","ENSG00000187690",340602
"CYB561",0,"grey","ENSG00000008283.15","ENSG00000008283",1534
"CYB561A3",0,"grey","ENSG00000162144.9","ENSG00000162144",220002
"CYB561D1",0,"grey","ENSG00000174151.14","ENSG00000174151",284613
"CYB561D2",0,"grey","ENSG00000114395.10","ENSG00000114395",11068
"CYB5A",0,"grey","ENSG00000166347.18","ENSG00000166347",1528
"CYB5B",0,"grey","ENSG00000103018.16","ENSG00000103018",80777
"CYB5D1",0,"grey","ENSG00000182224.11","ENSG00000182224",124637
"CYB5D2",0,"grey","ENSG00000167740.9","ENSG00000167740",124936
"CYB5R1",0,"grey","ENSG00000159348.12","ENSG00000159348",51706
"CYB5R2",0,"grey","ENSG00000166394.14","ENSG00000166394",51700
"CYB5R3",0,"grey","ENSG00000100243.20","ENSG00000100243",1727
"CYB5R4",0,"grey","ENSG00000065615.13","ENSG00000065615",51167
"CYB5RL",6,"red","ENSG00000215883.9","ENSG00000215883",606495
"CYBA",0,"grey","ENSG00000051523.10","ENSG00000051523",1535
"CYBB",3,"brown","ENSG00000165168.7","ENSG00000165168",1536
"CYBRD1",0,"grey","ENSG00000071967.11","ENSG00000071967",79901
"CYC1",0,"grey","ENSG00000179091.4","ENSG00000179091",1537
"CYCS",0,"grey","ENSG00000172115.8","ENSG00000172115",54205
"CYFIP1",0,"grey","ENSG00000273749.4","ENSG00000273749",23191
"CYFIP2",0,"grey","ENSG00000055163.18","ENSG00000055163",26999
"CYGB",0,"grey","ENSG00000161544.9","ENSG00000161544",114757
"CYHR1",0,"grey","ENSG00000187954.12","ENSG00000187954",50626
"CYLD",14,"cyan","ENSG00000083799.17","ENSG00000083799",1540
"CYP11A1",0,"grey","ENSG00000140459.17","ENSG00000140459",1583
"CYP17A1",0,"grey","ENSG00000148795.5","ENSG00000148795",1586
"CYP19A1",0,"grey","ENSG00000137869.13","ENSG00000137869",1588
"CYP1A1",0,"grey","ENSG00000140465.13","ENSG00000140465",1543
"CYP1B1",0,"grey","ENSG00000138061.11","ENSG00000138061",1545
"CYP1B1-AS1",0,"grey","ENSG00000232973.11","ENSG00000232973",285154
"CYP20A1",0,"grey","ENSG00000119004.14","ENSG00000119004",57404
"CYP21A1P",0,"grey","ENSG00000204338.8","ENSG00000204338",NA
"CYP21A2",0,"grey","ENSG00000231852.6","ENSG00000231852",1589
"CYP24A1",0,"grey","ENSG00000019186.9","ENSG00000019186",1591
"CYP26A1",0,"grey","ENSG00000095596.11","ENSG00000095596",1592
"CYP26B1",0,"grey","ENSG00000003137.8","ENSG00000003137",56603
"CYP26C1",0,"grey","ENSG00000187553.8","ENSG00000187553",340665
"CYP27A1",0,"grey","ENSG00000135929.8","ENSG00000135929",1593
"CYP27B1",0,"grey","ENSG00000111012.9","ENSG00000111012",1594
"CYP27C1",0,"grey","ENSG00000186684.12","ENSG00000186684",339761
"CYP2A6",0,"grey","ENSG00000255974.6","ENSG00000255974",1548
"CYP2B7P",0,"grey","ENSG00000256612.7","ENSG00000256612",1556
"CYP2C18",0,"grey","ENSG00000108242.12","ENSG00000108242",1562
"CYP2C8",0,"grey","ENSG00000138115.13","ENSG00000138115",1558
"CYP2D6",0,"grey","ENSG00000100197.20","ENSG00000100197",1565
"CYP2D7",0,"grey","ENSG00000205702.10","ENSG00000205702",NA
"CYP2E1",0,"grey","ENSG00000130649.9","ENSG00000130649",1571
"CYP2F1",0,"grey","ENSG00000197446.8","ENSG00000197446",1572
"CYP2G1P",0,"grey","ENSG00000130612.14","ENSG00000130612",22952
"CYP2J2",0,"grey","ENSG00000134716.9","ENSG00000134716",1573
"CYP2R1",0,"grey","ENSG00000186104.10","ENSG00000186104",120227
"CYP2S1",0,"grey","ENSG00000167600.13","ENSG00000167600",29785
"CYP2U1",0,"grey","ENSG00000155016.17","ENSG00000155016",113612
"CYP2W1",0,"grey","ENSG00000073067.13","ENSG00000073067",54905
"CYP39A1",0,"grey","ENSG00000146233.7","ENSG00000146233",51302
"CYP3A4",0,"grey","ENSG00000160868.14","ENSG00000160868",1576
"CYP3A5",0,"grey","ENSG00000106258.13","ENSG00000106258",1577
"CYP3A7",0,"grey","ENSG00000160870.12","ENSG00000160870",1551
"CYP46A1",0,"grey","ENSG00000036530.8","ENSG00000036530",10858
"CYP4A11",0,"grey","ENSG00000187048.12","ENSG00000187048",1579
"CYP4B1",0,"grey","ENSG00000142973.12","ENSG00000142973",1580
"CYP4F11",0,"grey","ENSG00000171903.16","ENSG00000171903",57834
"CYP4F12",0,"grey","ENSG00000186204.14","ENSG00000186204",66002
"CYP4F2",0,"grey","ENSG00000186115.12","ENSG00000186115",8529
"CYP4F22",0,"grey","ENSG00000171954.12","ENSG00000171954",126410
"CYP4F29P",0,"grey","ENSG00000228314.1","ENSG00000228314",54055
"CYP4F3",0,"grey","ENSG00000186529.14","ENSG00000186529",4051
"CYP4F30P",0,"grey","ENSG00000214081.7","ENSG00000214081",100132708
"CYP4F35P",0,"grey","ENSG00000265787.1","ENSG00000265787",284233
"CYP4V2",0,"grey","ENSG00000145476.15","ENSG00000145476",285440
"CYP4X1",0,"grey","ENSG00000186377.7","ENSG00000186377",260293
